ID     NAME                                     NAME_EN
8212   lẩu bò                                   beef hot pot
8213   hạt phở                                  rice noodles
8236   nạc thăn                                 pork tenderloin
8242   cream                                    cream
8251   quả việt quất                            blueberry
8256   cốt lẩu                                  hot pot base
8271   gói lẩu                                  hot pot mix
8309   vĩ cá                                    fish maw
8351   bột sắn dây                              kudzu starch
8390   nhân cá                                  fish filling
8408   lon bia                                  beer
8411   xốt thịt xá xíu                          char siu sauce
8420   gạch cua                                 crab roe
8422   viên riêu cua                            crab balls
8440   cật lợn                                  pork kidney
8485   khoai mỡ                                 purple yam
8527   đồ chua                                  pickled vegetables
8529   da lợn                                   pork skin
8537   chân giò lấy khúc đùi phía trên          pork hock
8550   bột lẩu                                  hot pot powder
8551   rau nhúng                                mixed greens
8571   cà rừng                                  eggplant
8581   giá hẹ                                   bean sprouts
8582   trái vải                                 lychee
8594   lá cà rốt                                carrot leaves
8610   ham chay                                 vegetarian ham
8613   tai nấm                                  mushroom ear
8615   lá tảo biển                              seaweed
8619   dầu ớt                                   chili oil
8624   chua bi                                  plum
8646   hạt kê                                   millet
8655   nước nghệ                                turmeric juice
8660   mắm nêm                                  fermented shrimp paste
8686   magi                                     seasoning sauce
8761   lặc lày                                  luffa
8765   lá cỏ tàu bay                            herb
8790   cá mú                                    grouper
8819   nước cốt khoai lang                      sweet potato juice
8860   rau hay cà chua tùy ý                    mixed vegetables
8868   củ đậu                                   jicama
8876   sả ớt tỏi hành tím                       aromatics mix
8879   lườn ức gà                               chicken breast
8892   trái vả                                  fig
8916   cải kana                                 choy sum
8920   vỏ cam                                   orange peel
8961   phi lê cá minh một loại cá thịt trắng    white fish fillet
8976   bột dừa                                  coconut powder
8988   hạt hạnh nhân                            almonds
9043   lá kombu                                 kombu
9054   hoa cúc                                  chrysanthemum
9065   sầu riêng                                durian
9067   bưởi                                     pomelo
9089   hành tía tô                              perilla
9112   diếp cừu                                 lamb's lettuce
9137   bột điều                                 annatto powder
9170   quýt                                     mandarin
9206   xoài xanh                                green mango
9227   xiên tre                                 bamboo skewers
9232   thịt dê                                  goat meat
9242   rau bướm                                 herb
9249   ngổ hương                                ngo om herb
9250   hành răm                                 vietnamese coriander
9260   lá cẩm                                   magenta leaves
9264   bánh ướt                                 rice sheets
9283   tầm ma                                   nettle
9309   trái táo                                 apple
9317   thịt cuốn lá lốt                         betel beef rolls
9342   trái mây                                 salak
9351   rau cải thìa                             bok choy
9410   mì spaghetti                             spaghetti
9445   lá cà ri                                 curry leaves
9465   cá đồng                                  fish
9469   cá đuôi                                  fish
9473   lá bắp                                   corn leaves
9476   bóng heo                                 pork skin puff
9618   bánh tortilla                            tortilla
9646   cải chua                                 pickled mustard greens
9667   lưỡi                                     beef tongue
9695   hoa                                      flower
9718   sách                                     beef tripe
9733   boa rô                                   leek
9745   quinoa                                   quinoa
9758   bột cá                                   fish powder
9765   nhục đậu khấu                            nutmeg
9782   nước hầm xương                           broth
9784   thịt đùi                                 chicken thigh
9789   dầu ngư                                  fish oil
9795   cá trích                                 herring
9798   gan bò                                   beef liver
9809   sữa bột                                  milk powder
9815   đế bánh                                  pie crust
9825   thịt ức gà                               chicken breast
9837   bánh huyết                               blood cake
9846   sirô lá dứa                              pandan syrup
9854   vụn bánh mì                              breadcrumbs
9859   lươn                                     eel
9880   lá sủi cảo                               dumpling wrapper
9882   bồ câu                                   pigeon
9909   viên tôm                                 shrimp balls
9943   mì nongshim                              instant noodles
9944   vẹm                                      mussels
9949   dầu sate                                 chili oil
9957   cá vược                                  sea bass
9967   bún riêu                                 crab noodle soup
9968   rau chuối                                banana blossom
9974   cá mối                                   fish
9975   bã củ cà rốt                             carrot pulp
9984   bột béo                                  non dairy creamer
9990   lát ham                                  ham slices
9993   mít                                      jackfruit
10012  nem                                      spring rolls
10029  thịt chim                                poultry meat
10051  quả hột vịt                              duck egg
10052  quả dừa                                  coconut
10065  lá cải                                   mustard greens
10153  sốt chấm                                 dipping sauce
10154  tắc hoặc m nước cốt chanh                lime juice
10155  tỏi hoặc m đầu hành boaro                garlic or leek
10156  đậu phộng rang thơm                      roasted peanuts
10187  rau cải đắng                             bitter greens
10192  lá estragon                              tarragon
10209  cốt lết                                  pork chop
10244  pasta                                    pasta
10245  thai chilli paste                        chili paste
10258  nầm bò                                   beef udder
10299  xốt cà chua                              tomato sauce
10303  dashi                                    dashi
10348  tartare                                  tartare sauce
10349  lá bưởi                                  pomelo leaves
10368  chả tôm                                  shrimp cake
10380  kiwi                                     kiwi
10390  thịt kho                                 braised pork
10408  hạt anh túc                              poppy seeds
10457  bánh cá                                  fish cake
10482  rau dăm                                  vietnamese coriander
10517  sữa hạnh nhân                            almond milk
10525  nấm shimeji                              shimeji mushroom
10533  rau bầu                                  bottle gourd leaves
10552  tiềm bò                                  braised beef
10565  vai bò                                   beef shoulder
10620  lườn ngỗng                               goose breast
10633  gelatin                                  gelatin
10668  vỏ                                       peel
10677  bún gói bún                              rice vermicelli
10683  cá dẹp                                   fish
10685  heo quay                                 roast pork
10690  bún hoành thánh                          wonton noodles
10692  xathan gum                               xanthan gum
10703  nước cốt hủ tíu                          broth
10717  lá theme                                 thyme
10758  ravioli                                  ravioli
10769  bột thì là                               cumin powder
10772  vỏ bánh mì                               bread crust
10775  hoa hẹ                                   garlic chives
10784  sốt chua ngọt                            sweet sour sauce
10789  syrup thốt nốt                           palm syrup
10804  dầu hẹ                                   chive oil
10810  bột baking soda                          baking soda
10811  hạt đậu đen                              black beans
10815  sữa dừa                                  coconut milk
10818  chả đậu gà                               chickpea patty
10825  vỏ chanh                                 lemon peel
10843  lá tắc                                   kaffir lime leaves
10882  lá hoành thánh                           wonton wrapper
10888  mỳ hải sản                               instant noodles
10909  ốc bulot                                 sea snail
10952  vây cá                                   fish fin
10963  sung                                     fig
10968  hạt hướng dương                          sunflower seeds
11002  lá ổi                                    guava leaves
11014  miến dong                                glass noodles
11023  hũ yến                                   bird nest
11027  thịt hộp                                 canned meat
11039  chả đậu hũ                               tofu cake
11044  sourdough starter                        sourdough starter
11045  sauce                                    sauce
11048  g bò                                     beef
11055  bột morinaga                             cake mix
11061  nạc bò                                   beef
11063  thịt nạc dăm                             pork shoulder
11074  lá ngải                                  mugwort
11083  tiềm gà                                  braised chicken
11087  mỳ nui                                   pasta
11095  trái lựu                                 pomegranate
11105  chuối sáp                                banana
11106  salad cá ngừ                             tuna salad
11115  thịt nạc thăn                            pork tenderloin
11118  thịt vẹm                                 mussel meat
11120  tim bò                                   beef heart
11140  ruốc nấm                                 mushroom floss
11168  nhân pizza                               pizza filling
11211  nhân heo                                 pork filling
11233  dưa leo cà chua                          cucumber tomato
11240  đế bánh mỏng                             pizza crust
11241  pecorino mozzarella                      mozzarella
11245  mandu                                    dumplings
11247  thịt bằm lòng gà xào sẵn                 chicken offal mix
11249  lá dứa hoặc hoa đậu biếc cho ra nước     pandan leaves
11250  cá trao tráo                             fish
11251  mắt cá ngừ đại dương                     tuna eye
11253  tôm thẻ loại to                          shrimp
11258  râu bắp ngô                              corn silk
11259  mía cây                                  sugarcane
11260  lít nước                                 water
11261  chân giò bắp giò                         pork hock
11262  nấm hương hành                           shiitake mushrooms
11263  cá mồng gà                               fish
11264  lá mướp                                  luffa leaves
11271  sợi bún bò huế                           rice vermicelli
11275  ngũ vị hương bột ớt hq                   five spice
11276  cá mackerel                              mackerel
11280  ếch khoảng g                             frog
11281  thanh sả cây khúc gừng non               lemongrass ginger
11283  bún gr xà lách cái                       rice vermicelli
11286  hành lá nhánh hành tỏi củ                aromatics mix
11289  g ba chỉ đùi heo                         pork belly
11291  ml cốt dừa lon                           coconut milk
11293  rau thơm giá dưa leo ít đồ chua          mixed herbs
11294  nui mình dùng nui nơ nguyên cám          whole wheat pasta
11298  nước cốt cải bó xôi gia giảm tuỳ loại bột spinach juice
11301  nước súp                                 broth
11305  kem chua không bắt buộc                  sour cream
11306  cái nụ bạch hoa capers                   capers
11307  nhanh thì là                             dill
11309  rau và cà chua                           mixed vegetables
11310  hạt lanh                                 flaxseed
11311  cơm đủ ăn                                cooked rice
11313  vỏ bánh gối hoặc cái vỏ bánh há cảo      dumpling wrapper
11314  muỗng cf mè trắng rang                   white sesame
11316  cá thu cá cam hoặc cá hồng thay thế      fish
11318  sauce gừng và hành                       ginger scallion sauce
11326  giò heo tuỳ theo khẩu phần               pork hock
11327  hành ngò xà lách giá hành tím            mixed herbs
11336  hẹxà láchgiá                             mixed vegetables
11338  mỡ phèomỡ mâm xôi                        pork fat
11359  vỏ bánh bao                              bao wrapper
11361  sriracha                                 sriracha
11384  lee kum kee                              sauce
11459  lá nho                                   grape leaves
11467  mầm đậu                                  bean sprouts
11473  quả cam                                  orange
11483  cùi dưa hấu                              watermelon rind
11497  chân cua                                 crab legs
11543  sandwich                                 sandwich
11550  kem chua                                 sour cream
11609  xúc xích                                 sausage
11617  kiri                                     cream cheese
11627  vỏ tortillas                             tortilla
11630  salsa                                    salsa
11668  bột bánh                                 flour
11737  mayo                                     mayonnaise
11767  sườn chay mềm xé sợi                     vegetarian ribs
11773  vỏ bánh gyoza                            gyoza wrapper
11774  nhân gyoza                               gyoza filling
11781  baking powder                            baking powder
11805  ram tôm                                  shrimp rolls
11826  bột phomai                               cheese powder
